Choice	Earning
B		1000000
AB		1000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1000
AB		1000
B		0
B		1000000
B		1000000
B		1000000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1001000
B		1000000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
AB		1001000
AB		1000
AB		1001000
B		0
B		1000000
AB		1000
B		0
B		1000000
AB		1000
AB		1000
B		1000000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1000
AB		1001000
AB		1000
B		1000000
AB		1000
B		1000000
B		0
AB		1000
B		1000000
B		1000000
AB		1000
B		1000000
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
AB		1000
AB		1000
B		1000000
B		1000000
AB		1000
B		1000000
B		0
AB		1000
B		1000000
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1001000
AB		1000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
B		0
AB		1000
B		1000000
AB		1000
B		1000000
B		1000000
AB		1001000
AB		1000
B		0
B		1000000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1000
B		1000000
B		1000000
AB		1000
AB		1000
AB		1000
AB		1001000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1001000
B		0
AB		1001000
B		1000000
AB		1000
B		1000000
B		1000000
AB		1000
AB		1000
B		1000000
AB		1001000
AB		1000
AB		1000
B		1000000
AB		1000
B		1000000
B		0
B		0
B		1000000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
AB		1001000
B		1000000
B		1000000
B		1000000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
AB		1000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1001000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
AB		1000
AB		1000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
B		0
AB		1000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
B		1000000
B		0
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
B		1000000
AB		1000
AB		1000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
AB		1001000
AB		1000
AB		1000
B		1000000
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
AB		1000
B		0
B		1000000
AB		1000
AB		1000
AB		1000
AB		1000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1000
AB		1000
AB		1000
AB		1000
AB		1000
AB		1000
B		1000000
B		0
B		1000000
B		1000000
B		0
B		1000000
B		1000000
B		1000000
AB		1001000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
AB		1001000
B		0
B		1000000
B		1000000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1000
B		0
B		0
B		1000000
B		1000000
B		1000000
AB		1000
AB		1000
B		1000000
AB		1000
AB		1000
AB		1000
B		1000000
B		1000000
B		1000000
AB		1000
B		1000000
AB		1000
AB		1001000
AB		1000
B		1000000
AB		1001000
B		1000000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
B		1000000
AB		1000
B		1000000
AB		1001000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
B		0
AB		1000
AB		1000
AB		1000
AB		1000
AB		1000
AB		1001000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
B		1000000
AB		1001000
AB		1000
AB		1000
B		1000000
B		1000000
AB		1000
B		1000000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1000
AB		1000
B		0
AB		1001000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
AB		1000
AB		1000
AB		1000
AB		1000
B		1000000
B		1000000
B		0
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
B		0
AB		1000
B		1000000
AB		1000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
B		0
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
B		1000000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
B		0
AB		1000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
B		1000000
AB		1000
AB		1000
AB		1000
B		1000000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
B		1000000
AB		1000
B		1000000
B		1000000
AB		1001000
AB		1001000
AB		1000
AB		1000
AB		1000
B		1000000
B		1000000
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
AB		1000
B		1000000
AB		1000
B		0
B		1000000
B		0
AB		1000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
AB		1000
B		1000000
AB		1001000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1001000
B		1000000
AB		1000
B		1000000
B		1000000
B		0
AB		1000
B		1000000
AB		1000
AB		1000
AB		1000
B		0
AB		1000
B		0
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
B		0
AB		1000
B		1000000
AB		1000
AB		1000
AB		1000
B		1000000
AB		1000
AB		1001000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1000
B		1000000
AB		1000
AB		1000
B		1000000
AB		1000
B		1000000
B		0
B		1000000
B		1000000
AB		1000
B		0
AB		1000
AB		1000
B		1000000
B		1000000
AB		1000
AB		1000
B		1000000
B		1000000
AB		1000
B		1000000
B		1000000
B		1000000
B		1000000
AB		1000
B		0
AB		1000
AB		1000
AB		1001000
AB		1000
B		1000000
B		1000000
AB		1000
B		1000000
B		1000000

B: 4992
AB: 5008

Mean earning (Expected Utility): 909455.1282051282
Mean earning (Strategical Dominance): 94849.84025559106

Standard Deviation (Expected Utility): 286989.54159396706
Standard Deviation (Strategical Dominance): 94849.84025559106
